,country,ccode,verified,year,month,day,source,mcgowan,csp,bs,banks,moreno,finer,janowitz,kennedy,ferguson,okane,thompson,luttwak,lunde,world_hand,combined,no_evidence,rebellion,no_overt,legal,no_exec,protest,autogolpe,assasination,invasion,unclear,id
831,Benin,434,,1965,11,17,"New York Times. Nov 28, 30 1965",,,,,,,,,,,,,2,,1,0,0,0,0,0,0,0,0,0,0,831
832,Benin,434,,1965,11,22,"New York Times. Nov 28, 30 1965",,,,,,,,,,,,,2,,1,0,0,0,0,0,0,0,0,0,0,832
833,Benin,434,2,1965,11,29,"New York Times. Nov 28, 30 1965",2,2,2,2,,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,833
834,Benin,434,,1965,11,30,"New York Times. Nov 28, 30 1965",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,834
835,Benin,434,,1965,12,-9,"New York Times. Dec 23, 1965.",,,,,,,2,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,835
836,Benin,434,,1965,12,15,"New York Times. Dec 23, 1965.",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,836
837,Benin,434,2,1965,12,22,"New York Times. Dec 23, 1965.",2,2,2,2,,2,2,2,2,2,2,2,2,,0,0,0,0,0,0,0,0,0,0,0,837
1123,Central African Republic,482,2,1965,12,22,http://www.tiscali.co.uk/reference/encyclopaedia/hutchinson/m0019721.html,,2,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1123
1124,Central African Republic,482,,1965,12,31,"New York Times. Jan 2, 1966",,,,,,,,,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,1124
1196,Congo,484,,1965,-9,-9,"New York Times. Nov 26, 1965",,,,,,2,,,2,,,2,,,1,0,0,0,0,0,0,0,0,0,0,1196
1197,Congo,484,,1965,-9,-9,"New York Times. Nov 26, 1965",,,,,,2,,,2,,,2,,,1,0,0,0,0,0,0,0,0,0,0,1197
1198,Congo,484,,1965,2,18,"New York Times. Feb 18, 1965",,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,1198
1199,Congo,484,,1965,7,14,"New York Times. Jul 17, 1965",,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1199
1200,Congo,484,,1965,12,15,none,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,1200
1240,Democratic Republic of the Congo,490,,1965,-9,-9,"New York Times. Nov 26, 1965",,,2,2,,,,,,2,,,,,1,0,0,0,0,0,0,0,0,0,0,1240
1241,Democratic Republic of the Congo,490,,1965,11,-9,"New York Times. Nov 26, 1965",,,,,,,2,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1241
1242,Democratic Republic of the Congo,490,2,1965,11,25,"New York Times. Nov 26, 1965",2,2,2,2,,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1242
1302,Burundi,516,,1965,-9,-9,unclear,,,1,,,1,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,1,1302
1303,Burundi,516,,1965,1,15,"New York Times (1857-Current file). Jan 16, 1965. p. 6",,,,,,,,1,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1303
1304,Burundi,516,,1965,10,-9,"New York Times. July 17, 1965",,,,,,,,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1304
1305,Burundi,516,,1965,10,11,none,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,1305
1306,Burundi,516,1,1965,10,18,"New York Times. July 17, 1965",1,1,1,,,1,,2,1,,1,,1,1,0,0,0,0,0,0,0,0,0,0,0,1306
1307,Burundi,516,,1965,10,19,"New York Times. July 17, 1965",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1307
1411,Zimbabwe,552,,1965,11,12,"New York Times. Nov 12, 1965",,,,,,,,,,,,,,2,0,0,0,0,0,0,0,1,0,0,0,1411
1499,Algeria,615,,1965,-9,-9,"New York Times. Jun 20, 1965",,,2,2,,2,,,2,2,,2,,,1,0,0,0,0,0,0,0,0,0,0,1499
1500,Algeria,615,,1965,6,-9,"New York Times. Jun 20, 1965",,,,,,,2,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1500
1501,Algeria,615,2,1965,6,19,"New York Times. Jun 20, 1965",,2,2,2,,2,2,2,2,2,2,2,,2,0,0,0,0,0,0,0,0,0,0,0,1501
1502,Algeria,615,,1965,6,20,"New York Times. Jun 20, 1965",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1502
1652,Iraq,645,,1965,-9,-9,unclear,,,1,,,1,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,1,1652
1653,Iraq,645,,1965,6,23,none,,1,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1653
1654,Iraq,645,,1965,6,30,none,,1,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1654
1655,Iraq,645,,1965,8,-9,http://www.globalsecurity.org/military/world/war/iraq-coup.htm,,1,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1655
1656,Iraq,645,,1965,8,21,http://www.globalsecurity.org/military/world/war/iraq-coup.htm,,1,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1656
1657,Iraq,645,,1965,9,-9,"New York Times. Sep 18, 1965",,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1657
1658,Iraq,645,,1965,9,15,"New York Times. Sep 18, 1965",,1,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1658
1659,Iraq,645,1,1965,9,16,"New York Times. Sep 18, 1965",,1,,,,,,1,,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,1659
1660,Iraq,645,,1965,9,18,"New York Times. Sep 18, 1965",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1660
1661,Iraq,645,,1965,10,-9,none,,,,,,,,1,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1661
1707,Egypt,651,,1965,12,8,"New York Times. Dec 8, 1965",,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,1707
1751,Syria,652,,1965,12,-9,"Reich, Bernard (1990). Political Leaders of the... p. 110",,,,,,,,2,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1751
1752,Syria,652,,1965,12,30,"Reich, Bernard (1990). Political Leaders of the... p. 110",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1752
1799,Yemen Arab Republic; N. Yemen,678,,1965,7,7,"New York Times. Jul 7, 1965",,,,,,,,,,,,,,2,0,0,0,0,0,0,0,1,0,0,0,1799
1800,Yemen Arab Republic; N. Yemen,678,,1965,7,22,"New York Times. Jul 22, 1965",,,,,,,,,,,,,,2,0,0,0,0,1,0,0,0,0,0,0,1800
2049,Laos,812,,1965,-9,-9,unclear,,,1,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,2049
2050,Laos,812,,1965,1,-9,"New York Times. Feb 1, 1965",,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,2050
2051,Laos,812,1,1965,1,31,"New York Times. Feb 1, 1965",,1,,,,,,1,,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,2051
2052,Laos,812,,1965,2,1,"New York Times. Feb 1, 1965",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,2052
2053,Laos,812,,1965,3,-9,"New York Times. Mar 29, 1965",,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,2053
2054,Laos,812,1,1965,3,28,"New York Times. Mar 29, 1965",,,,,,,,1,,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,2054
2055,Laos,812,,1965,3,31,"New York Times. Mar 29, 1965",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,2055
2056,Laos,812,,1965,4,-9,"New York Times. Apr 19, 1965. p. 3",,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,2056
2057,Laos,812,1,1965,4,16,"New York Times. Apr 19, 1965. p. 3",,,,,,,,1,,,1,,,,0,0,0,0,0,0,0,0,0,0,0,2057
2086,Republic of Vietnam,817,,1965,-9,-9,unclear,,,2,2,,1,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,1,2086
2087,Republic of Vietnam,817,,1965,-9,-9,unclear,,,2,2,,1,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,1,2087
2088,Republic of Vietnam,817,,1965,1,-9,"New York Times. Jan 27, 1965. p. 3",,,,,,,,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,2088
2089,Republic of Vietnam,817,2,1965,1,27,"New York Times. Jan 27, 1965. p. 3",,2,,,,,,2,,,2,,,2,0,0,0,0,0,0,0,0,0,0,0,2089
2090,Republic of Vietnam,817,1,1965,2,19,"New York Times. Feb 19, 1965",,1,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,2090
2091,Republic of Vietnam,817,2,1965,6,11,"New York Times. Jun 12, 1965",,2,,,,,,,,,2,,,,0,0,0,0,0,0,0,0,0,0,0,2091
2092,Republic of Vietnam,817,,1965,6,12,"New York Times. Jun 12, 1965",,,,,,,,,,,2,,,2,1,0,0,0,0,0,0,0,0,0,0,2092
2120,Indonesia,850,,1965,-9,-9,unclear,,,1,,,1,,,1,,,2,,,0,0,0,0,0,0,0,0,0,0,1,2120
2121,Indonesia,850,,1965,-9,-9,unclear,,,1,,,1,,,2,,,2,,,0,0,0,0,0,0,0,0,0,0,1,2121
2122,Indonesia,850,,1965,10,-9,"New York Times. Oct 2, 1965",,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,2122
2123,Indonesia,850,,1965,10,-9,"New York Times. Oct 2, 1965",,,,,,,,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,2123
2124,Indonesia,850,1,1965,10,1,"New York Times. Oct 2, 1965",,1,,,,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,2124
2125,Indonesia,850,,1965,10,2,"New York Times. Oct 2, 1965",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,2125
2126,Indonesia,850,,1965,11,16,New York Times. various,,,,,,,,,,,,1,,1,0,0,1,0,0,0,0,0,0,0,0,2126
44,Haiti,41,,1966,4,23,none,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,44
45,Haiti,41,,1966,11,24,none,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,45
91,Dominican Republic,42,,1966,1,7,"New York Times. Jan 7, 1966",,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,91
92,Dominican Republic,42,,1966,6,6,"New York Times. Jun 6, 1966",,,,,1,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,92
358,Venezuela,101,,1966,-9,-9,"New York Times. Oct 31, 1966",,,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,358
359,Venezuela,101,,1966,10,-9,"New York Times. Oct 31, 1966",,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,359
360,Venezuela,101,1,1966,10,30,"New York Times. Oct 31, 1966",,,1,,1,,,1,,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,360
361,Venezuela,101,,1966,10,31,"New York Times. Oct 31, 1966",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,361
400,Ecuador,130,,1966,-9,-9,"New York Times. Mar 30, 1966",,,,2,,2,,,2,,,,,,1,0,0,0,0,0,0,0,0,0,0,400
401,Ecuador,130,,1966,3,-9,"New York Times. Mar 30, 1966",,,,,,,2,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,401
402,Ecuador,130,2,1966,3,29,"New York Times. Mar 30, 1966",,,,2,2,2,2,2,2,,2,,,2,0,0,0,0,0,0,0,0,0,0,0,402
403,Ecuador,130,,1966,3,30,"New York Times. Mar 30, 1966",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,403
514,Bolivia,145,,1966,1,-9,"New York Times. Jan 5, 1966",,,,,,,,2,,,,,,,0,0,0,0,1,0,0,0,0,0,0,514
660,Argentina,160,,1966,-9,-9,"New York Times. June 28, 1966",,,2,2,,2,,,2,2,,2,,,1,0,0,0,0,0,0,0,0,0,0,660
661,Argentina,160,,1966,6,-9,"New York Times. June 28, 1966",,,,,,,2,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,661
662,Argentina,160,,1966,6,27,"New York Times. June 28, 1966",,,,,,,,,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,662
663,Argentina,160,2,1966,6,28,"New York Times. June 28, 1966",,2,2,2,2,2,2,2,2,2,2,2,,2,0,0,0,0,0,0,0,0,0,0,0,663
664,Argentina,160,,1966,6,29,"New York Times. June 28, 1966",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,664
838,Benin,434,,1966,12,-9,none,,,,,,,2,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,838
938,Burkina Faso,439,,1966,-9,-9,"New York Times. Jan 4, 1966",,,2,2,,2,,,2,2,,2,,,1,0,0,0,0,0,0,0,0,0,0,938
939,Burkina Faso,439,,1966,1,-9,"New York Times. Jan 4, 1966",,,,,,,2,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,939
940,Burkina Faso,439,,1966,1,-9,"New York Times. Jan 4, 1966",,,,,,,2,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,940
941,Burkina Faso,439,2,1966,1,3,"New York Times. Jan 4, 1966",2,2,2,2,,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,941
942,Burkina Faso,439,,1966,1,4,"New York Times. Jan 4, 1966",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,942
963,Liberia,450,,1966,9,-9,none,,,,,,,,1,,,,,,,0,1,0,0,0,0,0,0,0,0,0,963
980,Sierra Leone,451,,1966,-9,-9,none,,,,,,,,,,,,2,,,0,1,0,0,0,0,0,0,0,0,0,980
1020,Ghana,452,,1966,-9,-9,"New York Times. Feb 24, 1966",,,2,2,,2,,,2,2,,2,,,1,0,0,0,0,0,0,0,0,0,0,1020
1021,Ghana,452,,1966,2,-9,"New York Times. Feb 24, 1966",,,,,,,2,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1021
1022,Ghana,452,,1966,2,23,"New York Times. Feb 24, 1966",,,,,,,,,,,,,2,,1,0,0,0,0,0,0,0,0,0,0,1022
1023,Ghana,452,2,1966,2,24,"New York Times. Feb 24, 1966",2,2,2,2,,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1023
1024,Ghana,452,,1966,2,25,"New York Times. Feb 24, 1966",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1024
1061,Togo,461,,1966,11,20,"New York Times. Nov 22-23, 1966",,1,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1061
1062,Togo,461,,1966,11,21,"New York Times. Nov 22-23, 1966",,1,,,,,,,,,,,1,,0,0,0,0,0,0,1,0,0,0,0,1062
1063,Togo,461,,1966,11,22,"New York Times. Nov 22-23, 1966",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1063
1090,Nigeria,475,,1966,-9,-9,"New York Times. Jan 16, 1966",,,2,2,,2,,,2,2,,2,,,1,0,0,0,0,0,0,0,0,0,0,1090
1091,Nigeria,475,,1966,-9,-9,"New York Times. Aug 30-July 2, 1966",,,2,2,,2,,,2,2,,2,,,1,0,0,0,0,0,0,0,0,0,0,1091
1092,Nigeria,475,,1966,1,-9,"New York Times. Jan 16, 1966",,,,,,,2,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1092
1093,Nigeria,475,,1966,1,-9,"New York Times. Jan 16, 1966",,,,,,,2,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1093
1094,Nigeria,475,2,1966,1,15,"New York Times. Jan 16, 1966",2,2,2,2,,2,2,2,2,2,,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1094
1095,Nigeria,475,,1966,1,16,"New York Times. Jan 16, 1966",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1095
1096,Nigeria,475,,1966,7,-9,"New York Times. Aug 30-July 2, 1966",,,,,,,2,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1096
1097,Nigeria,475,2,1966,7,29,"New York Times. Aug 30-July 2, 1966",2,2,2,2,,2,2,2,2,2,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1097
1098,Nigeria,475,,1966,7,30,"New York Times. Aug 30-July 2, 1966",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1098
1125,Central African Republic,482,,1966,-9,-9,"New York Times. Jan 2, 1966",,,2,2,,2,,,2,2,,2,,,1,0,0,0,0,0,0,0,0,0,0,1125
1126,Central African Republic,482,,1966,1,-9,"New York Times. Jan 2, 1966",,,,,,,2,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1126
1127,Central African Republic,482,2,1966,1,1,"New York Times. Jan 2, 1966",2,2,2,2,,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1127
1128,Central African Republic,482,,1966,1,2,"New York Times. Jan 2, 1966",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1128
1156,Chad,483,,1966,11,-9,http://www.sos-childrensvillages.org/Where-we-help/Africa/Chad/Pages/Country-information.aspx,,,,,,,,1,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1156
1201,Congo,484,,1966,-9,-9,"New York Times. June 29, 1966",,,1,,,1,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,1201
1202,Congo,484,1,1966,6,27,"New York Times. June 29, 1966",1,,1,,,1,,,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1202
1203,Congo,484,,1966,6,29,"New York Times. June 29, 1966",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1203
1243,Democratic Republic of the Congo,490,,1966,-9,-9,unclear,,,1,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1243
1244,Democratic Republic of the Congo,490,,1966,6,-9,"New York Times. June 2, 1966",,,,,,,,1,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1244
1245,Democratic Republic of the Congo,490,,1966,7,-9,"New York Times. July 24, 1966",,,,,,,,1,,,,,,,0,0,0,0,0,0,0,0,0,1,0,1245
1255,Uganda,500,,1966,2,-9,"New York Times. Feb 14, 1966",,,,,,,,1,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1255
1256,Uganda,500,2,1966,2,22,"New York Times. Feb 26, 1966",2,,,,,,,,,,2,,2,2,0,0,0,0,0,0,0,0,0,0,0,1256
1257,Uganda,500,,1966,2,23,"New York Times. Feb 26, 1966",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1257
1258,Uganda,500,,1966,2,24,"New York Times. Feb 26, 1966",2,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1258
1308,Burundi,516,,1966,-9,-9,unclear,,,2,2,,2,,,2,2,,2,,,0,0,0,0,0,0,0,0,0,0,1,1308
1309,Burundi,516,,1966,-9,-9,unclear,,,2,2,,2,,,2,2,,2,,,0,0,0,0,0,0,0,0,0,0,1,1309
1310,Burundi,516,,1966,7,-9,"New York Times. July 9, 1966",,,,,,,,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1310
1311,Burundi,516,2,1966,7,8,"New York Times. July 9, 1966",2,,,,,,,2,,,2,,2,2,0,0,0,0,0,0,0,0,0,0,0,1311
1312,Burundi,516,,1966,7,9,"New York Times. July 9, 1966",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1312
1313,Burundi,516,,1966,11,-9,"New York Times. Nov 29, 1966",,,,,,,2,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1313
1314,Burundi,516,2,1966,11,28,"New York Times. Nov 29, 1966",2,2,,,,,2,2,,,2,,2,,0,0,0,0,0,0,0,0,0,0,0,1314
1315,Burundi,516,,1966,11,29,"New York Times. Nov 29, 1966",,2,,,,,,,,,2,,,2,1,0,0,0,0,0,0,0,0,0,0,1315
1340,Rwanda,517,,1966,-9,-9,none,,,,,,,,,2,,,2,,,0,1,0,0,0,0,0,0,0,0,0,1340
1373,Ethiopia,530,,1966,11,-9,"New York Times. Nov 19, 1966",,,,,,,,1,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1373
1546,Sudan,625,,1966,-9,-9,http://countrystudies.us/sudan/22.htm,,,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1546
1547,Sudan,625,,1966,12,-9,http://countrystudies.us/sudan/22.htm,,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1547
1548,Sudan,625,1,1966,12,18,http://countrystudies.us/sudan/22.htm,1,,1,,,,,1,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,1548
1549,Sudan,625,,1966,12,27,"New York Times. Dec 29, 1966",,,,,,,,,,,1,,,,1,0,0,0,0,0,0,0,0,0,0,1549
1550,Sudan,625,1,1966,12,28,"New York Times. Dec 29, 1966",,1,,,,,,,,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,1550
1551,Sudan,625,,1966,12,29,"New York Times. Dec 29, 1966",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1551
1662,Iraq,645,,1966,-9,-9,unclear,,,1,,,1,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,1,1662
1663,Iraq,645,,1966,3,-9,"New York Times. Mar 30, 1966",,,,,,,,1,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,1663
1664,Iraq,645,,1966,3,30,"New York Times. Mar 30, 1966",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1664
1665,Iraq,645,,1966,6,-9,"New York Times. Jul 1, 1966",,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1665
1666,Iraq,645,,1966,6,29,"New York Times. Jul 1, 1966",,,,,,,,,,,1,,,,1,0,0,0,0,0,0,0,0,0,0,1666
1667,Iraq,645,1,1966,6,30,"New York Times. Jul 1, 1966",,1,,,,,,1,,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,1667
1668,Iraq,645,,1966,7,1,"New York Times. Jul 1, 1966",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1668
1753,Syria,652,,1966,-9,-9,New York Times. various,,,1,2,,1,,,1,2,,2,,,1,0,0,0,0,0,0,0,0,0,0,1753
1754,Syria,652,,1966,-9,-9,New York Times. various,,,1,2,,2,,,2,2,,2,,,1,0,0,0,0,0,0,0,0,0,0,1754
1755,Syria,652,,1966,2,-9,New York Times. various,,,,,,,2,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1755
1756,Syria,652,2,1966,2,23,New York Times. various,,2,,2,,2,2,2,2,2,2,2,,2,0,0,0,0,0,0,0,0,0,0,0,1756
1757,Syria,652,,1966,9,-9,New York Times. various,,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1757
1758,Syria,652,,1966,9,7,New York Times. various,,,,,,,,,,,1,,,,1,0,0,0,0,0,0,0,0,0,0,1758
1759,Syria,652,1,1966,9,8,New York Times. various,,1,1,,,1,,1,1,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,1759
1760,Syria,652,,1966,9,10,New York Times. various,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1760
1801,Yemen Arab Republic; N. Yemen,678,,1966,8,16,New York Times. various,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,1801
2058,Laos,812,,1966,-9,-9,"New York Times. Oct 21, 1966",,,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,2058
2059,Laos,812,1,1966,10,21,"New York Times. Oct 21, 1966",,,1,,,,,,,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,2059
2127,Indonesia,850,,1966,-9,-9,"New York Times. Mar 12, 1966",,,,2,,2,,,2,,,,,,1,0,0,0,0,0,0,0,0,0,0,2127
2128,Indonesia,850,,1966,3,-9,"New York Times. Mar 12, 1966",,,,,,,2,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,2128
2129,Indonesia,850,,1966,3,11,"New York Times. Mar 12, 1966",,,,,,,,,,,2,,,,1,0,0,0,0,0,0,0,0,0,0,2129
2130,Indonesia,850,2,1966,3,12,"New York Times. Mar 12, 1966",,2,,2,,2,2,2,2,,2,,,2,0,0,0,0,0,0,0,0,0,0,0,2130
235,Nicaragua,93,,1967,-9,-9,"New York Times. Jan 23, 1967",,,1,,,,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,235
236,Nicaragua,93,,1967,1,-9,"New York Times. Jan 23, 1967",,,,,,,,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,236
237,Nicaragua,93,,1967,1,22,"New York Times. Jan 23, 1967",,1,1,,1,,,1,1,,,,,,0,0,0,0,0,0,1,0,0,0,0,237
733,Greece,350,,1967,-9,-9,"New York Times. Dec 13, 1967",,,2,2,,2,,,1,2,,2,,,1,0,0,0,0,0,0,0,0,0,0,733
734,Greece,350,,1967,-9,-9,"New York Times. April 23, 1967",,,2,2,,2,,,2,2,,2,,,1,0,0,0,0,0,0,0,0,0,0,734
735,Greece,350,2,1967,4,21,"New York Times. April 23, 1967",,2,2,2,,2,,,2,2,2,2,,2,0,0,0,0,0,0,0,0,0,0,0,735
736,Greece,350,1,1967,12,13,"New York Times. Dec 13, 1967",,1,,,,,,,1,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,736
737,Greece,350,,1967,12,14,"New York Times. Dec 13, 1967",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,737
839,Benin,434,,1967,-9,-9,"New York Times. Dec 18, 1967",,,2,2,,2,,,2,2,,2,,,1,0,0,0,0,0,0,0,0,0,0,839
840,Benin,434,,1967,12,-9,"New York Times. Dec 18, 1967",,,,,,,,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,840
841,Benin,434,2,1967,12,17,"New York Times. Dec 18, 1967",2,2,2,2,,2,,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,841
842,Benin,434,,1967,12,18,"New York Times. Dec 18, 1967",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,842
981,Sierra Leone,451,,1967,-9,-9,"New York Times. March 22,25, 1967",,,2,2,,2,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,981
982,Sierra Leone,451,,1967,2,-9,McGowan 2007 Datafile,,1,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,982
983,Sierra Leone,451,,1967,2,9,none,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,983
984,Sierra Leone,451,,1967,3,-9,"New York Times. March 22,25, 1967",,,,,,,2,2,,,,,,,1,0,0,0,0,0,0,0,0,0,0,984
985,Sierra Leone,451,,1967,3,-9,McGowan 2007 Datafile,,,,,,,2,2,,,,,,,0,0,0,1,0,0,0,0,0,0,0,985
986,Sierra Leone,451,1,1967,3,21,"New York Times. March 22,25, 1967",1,,,,,,,,,,1,,2,,0,0,0,0,0,0,0,0,0,0,0,986
987,Sierra Leone,451,2,1967,3,23,"New York Times. March 22,25, 1967",2,2,2,2,,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,987
988,Sierra Leone,451,,1967,3,25,"New York Times. March 22,25, 1967",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,988
