,country,ccode,verified,year,month,day,source,mcgowan,csp,bs,banks,moreno,finer,janowitz,kennedy,ferguson,okane,thompson,luttwak,lunde,world_hand,combined,no_evidence,rebellion,no_overt,legal,no_exec,protest,autogolpe,assasination,invasion,unclear,id
1876,Afghanistan,700,,1979,12,28,"New York Times. Dec 28, 1979",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1876
1906,South Korea,732,,1979,10,27,"New York Times (1857-Current file). Oct 27, 1979. p. 1",,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,1,0,0,1906
1907,South Korea,732,,1979,12,12,"New York Times. Dec 14, 1979",,1,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1907
2028,Cambodia,811,,1979,1,7,New York Times. various,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,1,0,2028
2029,Cambodia,811,,1979,1,8,New York Times. various,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,2029
206,El Salvador,92,,1980,-9,-9,unclear,,,1,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,206
207,El Salvador,92,,1980,5,23,"Christian Science Monitor. May 23, 1980, Pg. 2",,,,,1,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,207
208,El Salvador,92,,1980,7,1,"The Globe and Mail (Canada), July 1, 1980",,,,,1,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,208
250,Nicaragua,93,,1980,11,17,none,,1,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,250
369,Suriname,115,,1980,-9,-9,"New York Times. Feb 26, 1980",,,,2,,,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,369
370,Suriname,115,2,1980,2,25,"New York Times. Feb 26, 1980",,,,2,,,,,2,2,,,,2,0,0,0,0,0,0,0,0,0,0,0,370
371,Suriname,115,2,1980,8,15,"New York Times. Aug 15,19, 1980",,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,371
563,Bolivia,145,,1980,-9,-9,"New York Times. July 18, 1980",,,2,2,,,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,563
564,Bolivia,145,,1980,3,23,"New York Times. Mar 37, 1980.",,,,,1,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,564
565,Bolivia,145,2,1980,7,17,"New York Times. July 18, 1980",,2,2,2,2,,,,2,2,,,,2,0,0,0,0,0,0,0,0,0,0,0,565
566,Bolivia,145,,1980,7,18,"New York Times. July 18, 1980",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,566
724,Poland,290,,1980,9,6,"New York Times. Sep 6, 1980",,,,,,,,,,,,,,2,0,0,0,1,0,0,0,0,0,0,0,724
765,Guinea-Bissau,404,,1980,-9,-9,"New York Times. Nov 17, 1980",,,2,2,,,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,765
766,Guinea-Bissau,404,,1980,11,14,"New York Times. Nov 17, 1980",,2,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,766
767,Guinea-Bissau,404,2,1980,11,15,"New York Times. Nov 17, 1980",2,2,2,2,,,,,2,2,,,,,0,0,0,0,0,0,0,0,0,0,0,767
878,Mauritania,435,,1980,-9,-9,"New York Times. Jan 6, 1980",,,2,2,,,,,2,,,,,,1,0,0,0,0,0,0,0,0,0,0,878
879,Mauritania,435,2,1980,1,4,"New York Times. Jan 6, 1980",2,2,2,2,,,,,2,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,879
880,Mauritania,435,,1980,1,6,"New York Times. Jan 6, 1980",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,880
909,Ivory Coast,437,,1980,0,-9,none,,1,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,909
947,Burkina Faso,439,,1980,-9,-9,"New York Times. November 27, 1980",,,2,2,,,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,947
948,Burkina Faso,439,2,1980,11,25,"New York Times. November 27, 1980",2,2,2,2,,,,,2,2,,,2,2,0,0,0,0,0,0,0,0,0,0,0,948
964,Liberia,450,,1980,-9,-9,"New York Times. April 13, 1980",,,2,2,,,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,964
965,Liberia,450,,1980,3,11,"New York Times. Mar 11, 1980",,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,965
966,Liberia,450,2,1980,4,12,"New York Times. April 13, 1980",2,2,2,2,,,,,2,2,,,2,2,0,0,0,0,0,0,0,0,0,0,0,966
967,Liberia,450,,1980,4,13,"New York Times. April 13, 1980",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,967
968,Liberia,450,,1980,4,14,New York Times,,1,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,968
969,Liberia,450,,1980,5,18,McGowan 2007 Datafile,,1,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,969
1141,Central African Republic,482,,1980,-9,-9,"New York Times. Sept 2, 1981",,,,,,,,,,2,,,,,1,0,0,0,0,0,0,0,0,0,0,1141
1283,Uganda,500,,1980,-9,-9,"New York Times. May12-13, 1980",,,2,2,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1283
1284,Uganda,500,2,1980,5,11,"New York Times. May12-13, 1980",2,2,2,2,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1284
1285,Uganda,500,,1980,5,12,"New York Times. May12-13, 1980",,2,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1285
1286,Uganda,500,,1980,5,13,"New York Times. May12-13, 1980",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1286
1300,Tanzania,510,,1980,6,26,none,,1,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1300
1301,Tanzania,510,,1980,7,12,"BBC. Jul 14, 1980",,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,1301
1345,Rwanda,517,,1980,-9,-9,McGowan data file,,,,,,,,,1,,,,,,0,0,0,1,0,0,0,0,0,0,0,1345
1403,Zambia,551,,1980,10,6,http://www.iss.co.za/Pubs/ASR/10No4/Phiri.html,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,1403
1404,Zambia,551,1,1980,10,16,http://www.iss.co.za/Pubs/ASR/10No4/Phiri.html,1,1,,,,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,1404
1595,Iran,630,,1980,1,16,"New York Times. Jan 20, 1980",,1,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1595
1596,Iran,630,,1980,6,19,"Christian Science Monitor (Boston, MA), Jun 19, 1980",,1,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1596
1618,Turkey,640,,1980,-9,-9,"New York Times. Sep 12, 1980. p. A1",,,2,2,,,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,1618
1619,Turkey,640,2,1980,9,10,"New York Times. Sep 12, 1980. p. A1",,2,2,2,,,,,2,2,,,,2,0,0,0,0,0,0,0,0,0,0,0,1619
1620,Turkey,640,,1980,9,12,"New York Times. Sep 12, 1980. p. A1",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1620
1840,Yemen People's Republic; S. Yemen,680,,1980,-9,-9,"TIME. May 5, 1980",,,,,,,,,,2,,,,,0,0,0,0,1,0,0,0,0,0,0,1840
1841,Yemen People's Republic; S. Yemen,680,,1980,-9,-9,"TIME. May 5, 1980",,,,,,,,,,2,,,,,1,0,0,0,0,0,0,0,0,0,0,1841
1877,Afghanistan,700,,1980,7,15,New York Times. various,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,1877
1938,Bangladesh,771,,1980,10,17,none,,1,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1938
17,Cuba,40,,1981,7,11,"New York Times. July 12, 1981",,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,17
99,Dominica,54,1,1981,12,19,"New York Times. Dec 20, 1981",,,,,,,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,99
130,Guatemala,90,,1981,5,1,"New York Times. May 3, 1981",,,,,1,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,130
131,Guatemala,90,,1981,6,15,http://www.preventgenocide.org/edu/pastgenocides/guatemala/chronology.htm,,,,,1,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,131
132,Guatemala,90,,1981,7,1,"New York Times. Jul 3, 1981",,,,,1,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,132
209,El Salvador,92,,1981,1,10,"New York Times. Jan 11, 1981",,,,,1,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,209
210,El Salvador,92,,1981,5,29,"New York Times. May 31, 1981",,,,,1,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,210
211,El Salvador,92,,1981,8,1,none,,,,,1,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,211
251,Nicaragua,93,,1981,11,1,"Newsweek. Nov 2, 1981",,,,,1,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,251
303,Colombia,100,,1981,3,1,"BBC Summary of World Broadcasts, March 3, 1981",,,,,1,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,303
304,Colombia,100,,1981,7,20,none,,,,,1,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,304
372,Suriname,115,,1981,-9,-9,"New York Times. Mar 17, 1981",,,,,,,,,1,,,,,,0,0,0,1,0,0,0,0,0,0,0,372
373,Suriname,115,,1981,3,15,"The Globe and Mail (Canada). Mar 17, 1981",,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,373
567,Bolivia,145,,1981,-9,-9,unclear,,,,,,,,,2,,,,,,0,0,0,0,0,0,0,0,0,0,1,567
568,Bolivia,145,1,1981,5,15,"New York Times. May 26, 1981.",,,,,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,568
569,Bolivia,145,1,1981,5,25,"New York Times. May 26, 1981.",,,,,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,569
570,Bolivia,145,1,1981,6,27,"New York Times. June 28, 1981.",,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,570
571,Bolivia,145,2,1981,8,3,"New York Times. Aug 5, 1981.",,,,,1,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,571
572,Bolivia,145,,1981,8,5,"New York Times. Aug 5, 1981.",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,572
707,Spain,230,,1981,-9,-9,"New York Times. Feb 25, 1981",,,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,707
708,Spain,230,1,1981,2,23,"New York Times. Feb 25, 1981",,1,1,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,708
725,Poland,290,,1981,12,12,"New York Times. Dec 13, 1981",,2,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,725
781,Equatorial Guinea,411,,1981,-9,-9,"New York Times. May 8, 1981",,,,,,,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,781
782,Equatorial Guinea,411,,1981,4,10,"New York Times. May 8, 1981",1,1,,,,,,,1,,,,,1,0,0,0,1,0,0,0,0,0,0,0,782
788,Gambia,420,,1981,-9,-9,"New York Times. July 31, 1981",,,,,,,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,788
789,Gambia,420,1,1981,7,29,"New York Times. July 31, 1981",1,1,,,,,,,1,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,789
790,Gambia,420,,1981,7,30,"New York Times. July 31, 1981",1,,,,,,,,,,,,1,,1,0,0,0,0,0,0,0,0,0,0,790
791,Gambia,420,,1981,7,31,"New York Times. July 31, 1981",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,791
881,Mauritania,435,,1981,-9,-9,"New York Times. March 17, 1981",,,1,,,,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,881
882,Mauritania,435,,1981,3,16,"New York Times. March 17, 1981",1,1,1,,,,,,1,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,882
949,Burkina Faso,439,,1981,-9,-9,none,,,,,,,,,2,,,,,,0,1,0,0,0,0,0,0,0,0,0,949
970,Liberia,450,,1981,4,15,McGowan 2007 Datafile,,,,,,,,,,,,,1,,0,0,0,1,0,0,0,0,0,0,0,970
971,Liberia,450,,1981,8,9,McGowan 2007 Datafile,,,,,,,,,,,,,1,,0,0,0,1,0,0,0,0,0,0,0,971
1043,Ghana,452,,1981,-9,-9,"New York Times. Jan 1, 1982",,,2,2,,,,,,2,,,,,1,0,0,0,0,0,0,0,0,0,0,1043
1044,Ghana,452,2,1981,12,31,"New York Times. Jan 1, 1982",2,2,2,2,,,,2,2,2,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1044
1142,Central African Republic,482,,1981,-9,-9,"New York Times. Sept 2, 1981",,,2,2,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1142
1143,Central African Republic,482,2,1981,9,1,"New York Times. Sept 2, 1981",2,2,2,2,,,,,,2,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1143
1144,Central African Republic,482,,1981,9,2,"New York Times. Sept 2, 1981",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1144
1405,Zambia,551,,1981,-9,-9,"New York Times. Oct 15, 1981. p. A2",,,,,,,,,1,,,,,,0,0,0,1,0,0,0,0,0,0,0,1405
1472,Seychelles,591,,1981,-9,-9,"New York Times. Nov 27, 1981",,,,,,,,,1,,,,,1,0,0,0,0,0,0,0,0,0,1,0,1472
1473,Seychelles,591,,1981,11,27,"New York Times. Nov 27, 1981",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1473
1521,Libya,620,,1981,12,19,none,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,1521
1576,Sudan,625,,1981,-9,-9,none,,,,,,,,,1,,,,,,0,1,0,0,0,0,0,0,0,0,0,1576
1815,Yemen Arab Republic; N. Yemen,678,,1981,10,1,"The Washington Post, Oct 2, 1981",,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,1815
1846,Bahrain,692,,1981,12,31,"BBC Summary of World Broadcasts, December 31, 1981",,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,1846
1939,Bangladesh,771,,1981,-9,-9,"New York Times. May 31, 1981",,,1,2,,,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,1939
1940,Bangladesh,771,1,1981,5,30,"New York Times. May 31, 1981",,1,1,2,,,,,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1940
1941,Bangladesh,771,,1981,6,1,"New York Times. May 31, 1981",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1941
2004,Thailand,800,,1981,-9,-9,New York Times. various,,,,,,,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,2004
2005,Thailand,800,1,1981,4,1,New York Times. various,,1,,,,,,,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,2005
47,Haiti,41,,1982,1,9,"New York Times, various",,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,47
133,Guatemala,90,,1982,-9,-9,"New York Times. Mar 24, 1982",,,2,2,,,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,133
134,Guatemala,90,,1982,2,8,"New York Times. Feb 8, 1982",,,,,1,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,134
135,Guatemala,90,2,1982,3,23,"New York Times. Mar 24, 1982",,2,2,2,2,,,,2,2,,,,2,0,0,0,0,0,0,0,0,0,0,0,135
136,Guatemala,90,,1982,8,14,"Washington Post. Aug 16, 1982",,1,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,136
137,Guatemala,90,,1982,10,20,"New York Times. Oct 31, 1982",,1,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,137
212,El Salvador,92,,1982,5,15,"New York Times. May 16, 1982",,,,,1,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,212
213,El Salvador,92,,1982,7,1,"New York Times. Jul 1, 1982",,,,,1,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,213
214,El Salvador,92,,1982,10,10,"New York Times. Oct 10, 1982",,,,,1,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,214
278,Panama,95,,1982,7,30,"New York Times. Aug 1, 1982",,,,,2,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,278
374,Suriname,115,,1982,-9,-9,"New York Times. Feb 6, 1982",,,,,,,,,2,,,,,,0,0,0,0,1,0,0,0,0,0,0,374
375,Suriname,115,,1982,3,11,"New York Times. Mar 13, 1982",,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,375
376,Suriname,115,,1982,12,7,"The Globe and Mail (Canada). Dec 10, 1982",,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,376
573,Bolivia,145,,1982,7,17,"New York Times. July 20, 1982.",,,,,1,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,573
709,Spain,230,,1982,-9,-9,"New York Times. Oct 4, 1982",,,1,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,709
883,Mauritania,435,1,1982,2,6,http://www.mongabay.com/reference/country_studies/mauritania/all.html,,1,,,,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,883
950,Burkina Faso,439,,1982,-9,-9,"New York Times. Nov 8, 1982",,,2,2,,,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,950
951,Burkina Faso,439,2,1982,11,7,"New York Times. Nov 8, 1982",2,2,2,2,,,,,2,2,,,2,2,0,0,0,0,0,0,0,0,0,0,0,951
1045,Ghana,452,,1982,-9,-9,"New York Times. Nov 25, 1982",,,,,,,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,1,1045
1046,Ghana,452,,1982,-9,-9,"New York Times. Nov 25, 1982",,,,,,,,,2,,,,,,1,0,0,0,0,0,0,0,0,0,0,1046
1047,Ghana,452,,1982,1,1,"New York Times. Jan 1, 1982",,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1047
1048,Ghana,452,1,1982,11,23,"New York Times. Nov 25, 1982",1,1,,,,,,,,,,,1,,0,0,0,0,0,0,0,0,0,0,0,1048
1049,Ghana,452,,1982,11,24,"New York Times. Nov 25, 1982",1,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1049
1050,Ghana,452,,1982,11,25,"New York Times. Nov 25, 1982",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1050
1145,Central African Republic,482,,1982,-9,-9,"New York Times. March 17, 1982",,,,,,,,,2,,,,,,1,0,0,0,0,0,0,0,0,0,0,1145
1146,Central African Republic,482,,1982,3,3,"New York Times. March 17, 1982",1,1,,,,,,,2,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,1146
1147,Central African Republic,482,,1982,3,17,"New York Times. March 17, 1982",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1147
1148,Central African Republic,482,,1982,3,17,"New York Times. March 17, 1982",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1148
1177,Chad,483,,1982,-9,-9,"New York Times. Jun 8, 1982",,,2,2,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1177
1178,Chad,483,,1982,6,7,"New York Times. Jun 8, 1982",,2,2,2,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1178
1179,Chad,483,,1982,6,12,"New York Times. Jun 12, 1982",,,,,,,,,,,,,,2,0,0,1,0,0,0,0,0,0,0,0,1179
1294,Kenya,501,,1982,-9,-9,"New York Times. Aug 2-3, 1982",,,,,,,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,1294
1295,Kenya,501,1,1982,8,1,"New York Times. Aug 2-3, 1982",1,1,,,,,,,1,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1295
1412,Zimbabwe,552,,1982,6,24,"New York Times. Jun 25, 1982. p. A5",1,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1412
1426,Swaziland,572,,1982,-9,-9,25-Aug-82,,,,2,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,1426
1597,Iran,630,,1982,6,27,"New York Times. Jun 28, 1982",,1,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1597
1773,Syria,652,,1982,1,29,"New York Times. Jan 31, 1982",,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1773
1774,Syria,652,1,1982,1,31,"New York Times. Jan 31, 1982",,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1774
1942,Bangladesh,771,,1982,-9,-9,"New York Times. Mar 24, 1982",,,2,2,,,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,1942
1943,Bangladesh,771,2,1982,3,24,"New York Times. Mar 24, 1982",,2,2,2,,,,,2,2,,,,2,0,0,0,0,0,0,0,0,0,0,0,1943
102,Grenada,55,2,1983,10,14,"New York Times. Oct 18, 1983",,,,2,,,,,2,,,,,,0,0,0,0,0,0,0,0,0,0,0,102
138,Guatemala,90,,1983,-9,-9,unclear,,,2,2,,,,,2,2,,,,,0,0,0,0,0,0,0,0,0,0,1,138
139,Guatemala,90,,1983,-9,-9,unclear,,,2,2,,,,,1,2,,,,,0,0,0,0,0,0,0,0,0,0,1,139
140,Guatemala,90,,1983,6,27,"New York Times. Jun 30, 1983",,,,,1,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,140
141,Guatemala,90,2,1983,8,8,"New York Times. Aug 9, 1983",,2,,,2,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,141
215,El Salvador,92,,1983,1,1,"New York Times. Jan 2, 1983",,,,,1,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,215
216,El Salvador,92,,1983,1,27,"New York Times. Jan 28, 1983",,,,,1,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,216
217,El Salvador,92,,1983,4,29,"New York Times. May 1, 1983",,,,,1,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,217
218,El Salvador,92,,1983,10,30,"New York Times. Oct 31, 1983",,,,,1,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,218
305,Colombia,100,,1983,4,4,none,,,,,1,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,305
306,Colombia,100,,1983,7,24,"Oil & Gas Journal, July 25, 1983, EXPLORATION; Pg. 94",,,,,1,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,306
783,Equatorial Guinea,411,,1983,-9,-9,"Globe and Mail (Canada). May 24, 1983",,,,,,,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,783
784,Equatorial Guinea,411,,1983,5,11,"Globe and Mail (Canada). May 24, 1983",1,1,,,,,,,1,,,,,,0,0,0,1,0,0,0,0,0,0,0,784
900,Niger,436,,1983,-9,-9,"New York Times. Oct 7, 1983",,,1,,,,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,900
901,Niger,436,1,1983,10,5,"New York Times. Oct 7, 1983",1,1,1,,,,,,1,,,,1,,0,0,0,0,0,0,0,0,0,0,0,901
952,Burkina Faso,439,,1983,-9,-9,"New York Times. Aug 5, 1983",,,2,2,,,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,952
953,Burkina Faso,439,2,1983,8,4,"New York Times. Aug 5, 1983",2,2,2,2,,,,,2,2,,,2,,0,0,0,0,0,0,0,0,0,0,0,953
954,Burkina Faso,439,,1983,8,9,"New York Times. Aug 5, 1983",1,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,954
972,Liberia,450,,1983,-9,-9,none,,,,,,,,,1,,,,,,0,1,0,0,0,0,0,0,0,0,0,972
973,Liberia,450,,1983,5,15,none,,,,,,,,,,,,,1,,0,1,0,0,0,0,0,0,0,0,0,973
1051,Ghana,452,,1983,-9,-9,"New York Times. June 20, 1983",,,,,,,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,1051
1052,Ghana,452,1,1983,6,19,"New York Times. June 20, 1983",1,1,,,,,,,1,,,,1,,0,0,0,0,0,0,0,0,0,0,0,1052
1086,Cameroon,471,,1983,8,15,none,,,,,,,,,,,,,1,,0,1,0,0,0,0,0,0,0,0,0,1086
1108,Nigeria,475,,1983,-9,-9,"New York Times. Jan 1, 1982",,,2,2,,,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,1108
1109,Nigeria,475,2,1983,12,31,"New York Times. Jan 1, 1982",2,2,2,2,,,,,2,2,,,2,,0,0,0,0,0,0,0,0,0,0,0,1109
1149,Central African Republic,482,,1983,3,3,"New York Times. March 17, 1982",,1,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1149
1247,Democratic Republic of the Congo,490,,1983,-9,-9,none,,,,,,,,,1,,,,,,0,1,0,0,0,0,0,0,0,0,0,1247
1427,Swaziland,572,2,1983,8,10,"New York Times. Aug 11, 1983",,,,2,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1427
1577,Sudan,625,,1983,-9,-9,"BBC, May 19, 1983",,,1,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1577
1578,Sudan,625,,1983,5,15,"BBC, May 19, 1983",1,,1,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1578
1842,Yemen People's Republic; S. Yemen,680,,1983,-9,-9,none,,,,,,,,,1,,,,,,0,1,0,0,0,0,0,0,0,0,0,1842
142,Guatemala,90,,1984,-9,-9,none,,,,,,,,,1,,,,,,0,1,0,0,0,0,0,0,0,0,0,142
143,Guatemala,90,,1984,4,1,none,,,,,1,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,143
219,El Salvador,92,,1984,11,8,"New York Times. Nov 10, 1984",,,,,1,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,219
574,Bolivia,145,,1984,-9,-9,"New York Times. July 1, 1984",,,,,,,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,574
575,Bolivia,145,1,1984,6,30,"New York Times. July 1, 1984",,1,1,,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,575
884,Mauritania,435,,1984,-9,-9,"New York Times. Dec 13, 1984",,,,2,,,,,,2,,,,,1,0,0,0,0,0,0,0,0,0,0,884
885,Mauritania,435,2,1984,12,12,"New York Times. Dec 13, 1984",2,2,,2,,,,,,2,,,2,,0,0,0,0,0,0,0,0,0,0,0,885
928,Guinea,438,,1984,-9,-9,"New York Times. April 4, 1984",,,2,2,,,,,2,2,,,,,1,0,0,0,0,0,0,0,0,0,0,928
929,Guinea,438,,1984,-9,-9,"New York Times. April 4, 1984",,,2,2,,,,,1,2,,,,,1,0,0,0,0,0,0,0,0,0,0,929
930,Guinea,438,2,1984,4,3,"New York Times. April 4, 1984",2,2,2,2,,,,,2,2,,,2,,0,0,0,0,0,0,0,0,0,0,0,930
955,Burkina Faso,439,,1984,-9,-9,"New York Times. May 31, 1984",,,,,,,,,1,,,,,,0,0,0,1,0,0,0,0,0,0,0,955
1053,Ghana,452,,1984,-9,-9,"New York Times. March 26, 1984",,,,,,,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,1053
1054,Ghana,452,1,1984,3,23,"New York Times. March 26, 1984",1,,,,,,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,1054
1087,Cameroon,471,,1984,-9,-9,"New York Times. April 7, 1984",,,1,,,,,,1,,,,,,1,0,0,0,0,0,0,0,0,0,0,1087
